city,country,macro_region,swap_fraction,n_nodes,n_edges,pc_cebh,pc_road,road_gap,pc_spatial_null,pc_spatial_null_ci_low,pc_spatial_null_ci_high,spatial_null_gap,road_minus_spatial,spatial_fraction_of_road_gap,remaining_fraction_after_spatial,threshold_boundary_hit,runtime_seconds,n_perm,n_bootstrap,length_bins,bin_tolerance,status,accepted_swaps,attempted_swaps,acceptance_rate,accepted_swaps_per_edge,degree_max_abs_drift,chord_length_mean_ratio,chord_length_median_ratio,chord_length_bin_tvd,length_rejects,topology_rejects,notes,road_minus_geometry_mean,remaining_fraction_after_geometry_mean,geometry_fraction_of_road_gap_mean,accepted_swaps_per_edge_mean,acceptance_rate_mean,length_bin_tvd_mean,degree_max_abs_drift_max,null_mobility_index_mean,n_replicates_pass,spatial_minus_geometry_residual,pc_rank_fine,delta_fine_minus_coarse,pc_geometry_null_mean,fine_road_minus_spatial,fine_road_minus_geometry_mean,fine_spatial_minus_geometry_residual
Dubai,United Arab Emirates,Middle East,0.005,15724,22720,0.4908611675236571,0.725,0.2341388324763428,0.65,0.65,0.675,0.1591388324763429,0.0749999999999999,0.6796772273664694,0.320322772633531,False,0.3961451053619385,6,80,12,1,pass,114.0,4122.0,0.0276564774381368,0.0050176056338028,0.0,1.6756741390831895,1.0,0.0044454225352112,4006.0,2.0,R72 matched-intensity spatial-scale null on the R67 geometry subset,0.0166666666666666,0.0711828383630069,0.9288171616369936,0.0050176056338028,0.0023868715772831,0.0,0,0.0022393678875776,3,0.0583333333333333,0.68,-0.04499999999999993,0.7083333333333334,0.030000000000000027,-0.02833333333333332,0.05833333333333335
Dubai,United Arab Emirates,Middle East,0.01,15724,22720,0.4908611675236571,0.725,0.2341388324763428,0.65,0.625,0.65,0.1591388324763429,0.0749999999999999,0.6796772273664694,0.320322772633531,False,0.5250852108001709,6,80,12,1,pass,227.0,8859.0,0.0256236595552545,0.0099911971830985,0.0,2.355816648343027,1.0,0.0087588028169014,8629.0,3.0,R72 matched-intensity spatial-scale null on the R67 geometry subset,0.0166666666666666,0.0711828383630069,0.9288171616369936,0.0099911971830985,0.0020009464493044,0.0,0,0.0031978402518969,3,0.0583333333333333,0.68,-0.04499999999999993,0.7083333333333334,0.030000000000000027,-0.02833333333333332,0.05833333333333335
Dubai,United Arab Emirates,Middle East,0.02,15724,22720,0.4908611675236571,0.725,0.2341388324763428,0.65,0.625,0.65,0.1591388324763429,0.0749999999999999,0.6796772273664694,0.320322772633531,False,0.7014684677124023,6,80,12,1,pass,454.0,17803.0,0.0255013200022468,0.0199823943661971,0.0,3.702201768468596,1.0,0.0171214788732394,17342.0,7.0,R72 matched-intensity spatial-scale null on the R67 geometry subset,0.0083333333333333,0.0355914191815034,0.964408580818497,0.0199823943661971,0.0022254908801051,0.0,0,0.0058162480042713,3,0.0666666666666666,0.68,-0.04499999999999993,0.7166666666666667,0.030000000000000027,-0.036666666666666625,0.06666666666666665
Chicago,United States,North America,0.005,13260,21830,0.3959947031400221,0.6,0.2040052968599778,0.55,0.55,0.55,0.1540052968599779,0.0499999999999999,0.7549083245896397,0.2450916754103605,False,0.381929874420166,6,80,12,1,pass,109.0,4379.0,0.0248915277460607,0.0049931287219422,0.0,1.5954687524313875,1.0,0.0044892349977095,4267.0,3.0,R72 matched-intensity spatial-scale null on the R67 geometry subset,0.0,0.0,1.0000000000000002,0.0049931287219422,0.0014439605770235,0.0,0,0.005775812530478,3,0.0499999999999999,0.61,0.010000000000000009,0.6,0.05999999999999994,0.010000000000000009,0.04999999999999993
Chicago,United States,North America,0.01,13260,21830,0.3959947031400221,0.6,0.2040052968599778,0.525,0.525,0.525,0.1290052968599779,0.0749999999999999,0.6323624868844592,0.3676375131155411,False,0.4732930660247803,6,80,12,1,pass,218.0,8646.0,0.0252139717788572,0.0099862574438845,0.0,2.146530707403327,1.0,0.0093449381584974,8425.0,3.0,R72 matched-intensity spatial-scale null on the R67 geometry subset,0.0,0.0,1.0000000000000002,0.0099862574438845,0.0013576751367365,0.0,0,0.0113976253088824,3,0.0749999999999999,0.61,0.010000000000000009,0.6,0.08499999999999996,0.010000000000000009,0.07499999999999996
Chicago,United States,North America,0.02,13260,21830,0.3959947031400221,0.6,0.2040052968599778,0.5,0.5,0.5,0.1040052968599778,0.0999999999999999,0.5098166491792786,0.4901833508207217,False,0.6176140308380127,6,80,12,1,pass,437.0,15574.0,0.0280595864903043,0.0200183234081539,0.0,3.1642110752771777,1.0,0.0177737059092991,15132.0,5.0,R72 matched-intensity spatial-scale null on the R67 geometry subset,0.0,0.0,1.0000000000000002,0.0200183234081539,0.0013100600958491,0.0,0,0.0206638975441911,3,0.0999999999999999,0.61,0.010000000000000009,0.6,0.10999999999999999,0.010000000000000009,0.09999999999999998
Miami,United States,North America,0.005,17983,28736,0.4188310741874362,0.6,0.1811689258125637,0.55,0.55,0.5506249999999998,0.1311689258125638,0.0499999999999999,0.7240144810941278,0.2759855189058726,False,0.4980673789978027,6,80,12,1,pass,144.0,4731.0,0.030437539632213,0.005011135857461,0.0,1.647213498496965,1.0,0.0051155345211581,4585.0,2.0,R72 matched-intensity spatial-scale null on the R67 geometry subset,-0.0166666666666666,-0.0919951729686244,1.0919951729686248,0.005011135857461,0.0028349116286007,0.0,0,0.0039372321792154,3,0.0666666666666665,0.605,0.0050000000000000044,0.6166666666666666,0.05499999999999994,-0.011666666666666603,0.06666666666666654
Miami,United States,North America,0.01,17983,28736,0.4188310741874362,0.6,0.1811689258125637,0.525,0.525,0.55,0.1061689258125638,0.0749999999999999,0.5860217216411912,0.4139782783588092,False,0.6010046005249023,6,80,12,1,pass,287.0,11028.0,0.0260246644903881,0.0099874721603563,0.0,2.4150924326854986,1.0,0.0094306792873051,10739.0,2.0,R72 matched-intensity spatial-scale null on the R67 geometry subset,-0.025,-0.1379927594529366,1.137992759452937,0.0099874721603563,0.0027248129873496,0.0,0,0.0074700286373581,3,0.0999999999999999,0.605,0.0050000000000000044,0.625,0.07999999999999996,-0.020000000000000018,0.09999999999999998
Miami,United States,North America,0.02,17983,28736,0.4188310741874362,0.6,0.1811689258125637,0.525,0.525,0.55,0.1061689258125638,0.0749999999999999,0.5860217216411912,0.4139782783588092,False,0.8401579856872559,6,80,12,1,pass,575.0,20617.0,0.0278896056652277,0.0200097438752783,0.0,3.723814237913542,1.0,0.0181305679287305,20032.0,10.0,R72 matched-intensity spatial-scale null on the R67 geometry subset,-0.0166666666666666,-0.0919951729686244,1.0919951729686248,0.0200097438752783,0.0026732194286879,0.0,0,0.0153454951790026,3,0.0916666666666665,0.605,0.0050000000000000044,0.6166666666666666,0.07999999999999996,-0.011666666666666603,0.09166666666666656
Seattle,United States,North America,0.005,17570,26501,0.4417716876708675,0.65,0.2082283123291324,0.6,0.6,0.6,0.1582283123291324,0.05,0.7598789547841683,0.2401210452158322,False,0.4513239860534668,6,80,12,1,pass,133.0,4737.0,0.0280768418830483,0.0050186785404324,0.0,1.948515563145426,1.0,0.0050564129655484,4601.0,3.0,R72 matched-intensity spatial-scale null on the R67 geometry subset,-0.0083333333333333,-0.0400201742026386,1.0400201742026394,0.0050186785404324,0.0025407854709344,0.0,0,0.0031644849185489,3,0.0583333333333333,0.645,-0.0050000000000000044,0.6583333333333333,0.04500000000000004,-0.013333333333333308,0.05833333333333335
Seattle,United States,North America,0.01,17570,26501,0.4417716876708675,0.65,0.2082283123291324,0.575,0.575,0.6,0.1332283123291324,0.075,0.6398184321762522,0.3601815678237484,False,0.5225162506103516,6,80,12,1,pass,265.0,8311.0,0.0318854530140777,0.0099996226557488,0.0,2.7867636145203747,1.0,0.0096600128297045,8043.0,3.0,R72 matched-intensity spatial-scale null on the R67 geometry subset,0.0,0.0,1.0000000000000009,0.0099996226557488,0.0023686529219411,0.0,0,0.007184058104686,3,0.075,0.645,-0.0050000000000000044,0.65,0.07000000000000006,-0.0050000000000000044,0.07500000000000007
Seattle,United States,North America,0.02,17570,26501,0.4417716876708675,0.65,0.2082283123291324,0.55,0.55,0.575,0.1082283123291325,0.0999999999999999,0.5197579095683367,0.480242090431664,False,0.7299563884735107,6,80,12,1,pass,530.0,18127.0,0.0292381530313896,0.0199992453114976,0.0,4.256017484477723,1.0002418280939749,0.0184898683068563,17592.0,5.0,R72 matched-intensity spatial-scale null on the R67 geometry subset,-0.0166666666666666,-0.0800403484052773,1.080040348405278,0.0199992453114976,0.0024116523176842,0.0,0,0.0128751417081596,3,0.1166666666666665,0.645,-0.0050000000000000044,0.6666666666666666,0.09499999999999997,-0.021666666666666612,0.11666666666666659
Sydney,Australia,Oceania,0.005,22215,31013,0.487296324811841,0.7,0.2127036751881589,0.65,0.65,0.65,0.162703675188159,0.0499999999999999,0.764931189102541,0.2350688108974593,False,0.532996416091919,6,80,12,1,pass,155.0,5695.0,0.0272168568920105,0.0049979041047302,0.0,1.8461329981643773,1.0,0.0052558604456195,5539.0,1.0,R72 matched-intensity spatial-scale null on the R67 geometry subset,-0.0083333333333333,-0.0391781351495766,1.0391781351495768,0.0049979041047302,0.0019836423184767,0.0,0,0.0021934587888976,3,0.0583333333333331,0.715,0.015000000000000013,0.7083333333333333,0.06499999999999995,0.00666666666666671,0.05833333333333324
Sydney,Australia,Oceania,0.01,22215,31013,0.487296324811841,0.7,0.2127036751881589,0.625,0.625,0.625,0.137703675188159,0.0749999999999999,0.647396783653811,0.3526032163461892,False,0.6330814361572266,6,80,12,1,pass,310.0,10707.0,0.028953021387877,0.0099958082094605,0.0,2.5782876561525887,1.0,0.0091896946441814,10396.0,1.0,R72 matched-intensity spatial-scale null on the R67 geometry subset,0.0,0.0,1.0000000000000002,0.0099958082094605,0.0018642626177643,0.0,0,0.0042133166618378,3,0.0749999999999999,0.715,0.015000000000000013,0.7,0.08999999999999997,0.015000000000000013,0.07499999999999996
